Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Code (crop_code),Crop Type (crop_type),Season (season),Area (area),Area Unit (area_unit),Production (production),Production Unit (production_unit),Yield (yield),Yield Unit (yield_unit)
"2021-2022","Bihar","10","Begusarai","191","Peas & Beans (Pulses)","213.0","Pulses","Rabi",1321,"Hectare",1457,"Tonnes",1.103,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Potato","701.0","Vegetable","Rabi",4308,"Hectare",54117,"Tonnes",12.562,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Potato","701.0","Vegetable","Total",12014,"Hectare",196000,"Tonnes",16.314,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Potato","701.0","Vegetable","Winter",7706,"Hectare",141883,"Tonnes",18.412,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",9930,"Hectare",7557,"Tonnes",0.761,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Rice","101.0","Cereals","Winter",12230,"Hectare",29261,"Tonnes",2.393,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Sannhamp","1104.0","Fiber Crops","Kharif",12,"Hectare",10,"Tonnes",0.833,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Sesamum","1003.0","Oilseeds","Kharif",16,"Hectare",14,"Tonnes",0.875,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Small Millets","108.0","Cereals","Kharif",39,"Hectare",29,"Tonnes",0.744,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Soyabean","1009.0","Oilseeds","Kharif",22038,"Hectare",16837,"Tonnes",0.764,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Sugarcane","401.0","Sugar","Whole Year",4187,"Hectare",174388,"Tonnes",41.65,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Turmeric","504.0","Spices","Whole Year",75,"Hectare",67,"Tonnes",0.893,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Urad","203.0","Pulses","Kharif",525,"Hectare",576,"Tonnes",1.097,"Tonnes/Hectare"
"2021-2022","Bihar","10","Begusarai","191","Wheat","106.0","Cereals","Rabi",69512,"Hectare",256212,"Tonnes",3.686,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Arhar/Tur","202.0","Pulses","Kharif",173,"Hectare",307,"Tonnes",1.775,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Bajra","103.0","Cereals","Kharif",13,"Hectare",15,"Tonnes",1.154,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Barley","107.0","Cereals","Rabi",1331,"Hectare",1141,"Tonnes",0.857,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Castor Seed","1002.0","Oilseeds","Kharif",7,"Hectare",7,"Tonnes",1,"Tonnes/Hectare"
"2021-2022","Bihar","10","Rohtas","215","Gram","201.0","Pulses","Rabi",2164,"Hectare",2270,"Tonnes",1.049,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Coriander","509.0","Spices","Whole Year",88,"Hectare",79,"Tonnes",0.898,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Garlic","508.0","Spices","Whole Year",20,"Hectare",31,"Tonnes",1.55,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Gram","201.0","Pulses","Rabi",1626,"Hectare",1382,"Tonnes",0.85,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Horse-Gram","206.0","Pulses","Kharif",2258,"Hectare",2102,"Tonnes",0.931,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Jowar","102.0","Cereals","Kharif",13,"Hectare",14,"Tonnes",1.077,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Khesari","521.0","Spices","Rabi",1196,"Hectare",859,"Tonnes",0.718,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Linseed","1005.0","Oilseeds","Rabi",576,"Hectare",488,"Tonnes",0.847,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Maize","104.0","Cereals","Autumn",8533,"Hectare",11793,"Tonnes",1.382,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Maize","104.0","Cereals","Rabi",16406,"Hectare",120092,"Tonnes",7.32,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Maize","104.0","Cereals","Summer",1702,"Hectare",9063,"Tonnes",5.325,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Maize","104.0","Cereals","Total",26641,"Hectare",140948,"Tonnes",5.291,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Masoor","205.0","Pulses","Rabi",3124,"Hectare",2262,"Tonnes",0.724,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Mesta","1103.0","Fiber Crops","Kharif",36,"Hectare",394.44,"Tonnes",10.957,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Moong(Green Gram)","204.0","Pulses","Kharif",917,"Hectare",576,"Tonnes",0.628,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Moong(Green Gram)","204.0","Pulses","Summer",28,"Hectare",19,"Tonnes",0.679,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Moong(Green Gram)","204.0","Pulses","Total",945,"Hectare",595,"Tonnes",0.63,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Onion","708.0","Vegetable","Rabi",133,"Hectare",1853,"Tonnes",13.932,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Other Kharif Pulses","288.0","Pulses","Kharif",484,"Hectare",407,"Tonnes",0.841,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Other Rabi Pulses","288.0","Pulses","Rabi",189,"Hectare",190,"Tonnes",1.005,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Peas & Beans (Pulses)","213.0","Pulses","Rabi",864,"Hectare",894,"Tonnes",1.035,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Potato","701.0","Vegetable","Rabi",364,"Hectare",6280,"Tonnes",17.253,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Potato","701.0","Vegetable","Total",3631,"Hectare",55262,"Tonnes",15.219,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Potato","701.0","Vegetable","Winter",3267,"Hectare",48982,"Tonnes",14.993,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",1194,"Hectare",1241,"Tonnes",1.039,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Rice","101.0","Cereals","Winter",33311,"Hectare",66167,"Tonnes",1.986,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Sannhamp","1104.0","Fiber Crops","Kharif",60,"Hectare",48,"Tonnes",0.8,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Sesamum","1003.0","Oilseeds","Kharif",11,"Hectare",10,"Tonnes",0.909,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Small Millets","108.0","Cereals","Kharif",169,"Hectare",129,"Tonnes",0.763,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Sugarcane","401.0","Sugar","Whole Year",1539,"Hectare",64027,"Tonnes",41.603,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Sunflower","1007.0","Oilseeds","Rabi",61,"Hectare",89,"Tonnes",1.459,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Tobacco","1302.0","Drugs And Narcotics","Whole Year",8,"Hectare",14,"Tonnes",1.75,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Turmeric","504.0","Spices","Whole Year",26,"Hectare",28,"Tonnes",1.077,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Urad","203.0","Pulses","Kharif",341,"Hectare",311,"Tonnes",0.912,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhagalpur","192","Wheat","106.0","Cereals","Rabi",36838,"Hectare",122776,"Tonnes",3.333,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Arhar/Tur","202.0","Pulses","Kharif",68,"Hectare",109,"Tonnes",1.603,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Bajra","103.0","Cereals","Kharif",745,"Hectare",849,"Tonnes",1.14,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Barley","107.0","Cereals","Rabi",1188,"Hectare",2807,"Tonnes",2.363,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Gram","201.0","Pulses","Rabi",3612,"Hectare",5541,"Tonnes",1.534,"Tonnes/Hectare"
"2021-2022","Bihar","10","Rohtas","215","Khesari","521.0","Spices","Rabi",132,"Hectare",94,"Tonnes",0.712,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Jowar","102.0","Cereals","Kharif",618,"Hectare",659,"Tonnes",1.066,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Khesari","521.0","Spices","Rabi",2417,"Hectare",2726,"Tonnes",1.128,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Linseed","1005.0","Oilseeds","Rabi",24,"Hectare",20,"Tonnes",0.833,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Maize","104.0","Cereals","Rabi",1,"Hectare",5,"Tonnes",5,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Maize","104.0","Cereals","Summer",440,"Hectare",2019,"Tonnes",4.589,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Maize","104.0","Cereals","Total",441,"Hectare",2024,"Tonnes",4.59,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Masoor","205.0","Pulses","Rabi",3537,"Hectare",4053,"Tonnes",1.146,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Moong(Green Gram)","204.0","Pulses","Summer",4,"Hectare",3,"Tonnes",0.75,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Onion","708.0","Vegetable","Rabi",198,"Hectare",2568,"Tonnes",12.97,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Other Rabi Pulses","288.0","Pulses","Rabi",3,"Hectare",3,"Tonnes",1,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Peas & Beans (Pulses)","213.0","Pulses","Rabi",528,"Hectare",560,"Tonnes",1.061,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Potato","701.0","Vegetable","Rabi",2645,"Hectare",48501,"Tonnes",18.337,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Potato","701.0","Vegetable","Total",5523,"Hectare",90405,"Tonnes",16.369,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Potato","701.0","Vegetable","Winter",2878,"Hectare",41904,"Tonnes",14.56,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",1508,"Hectare",1671,"Tonnes",1.108,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Rice","101.0","Cereals","Winter",99003,"Hectare",310736,"Tonnes",3.139,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Sugarcane","401.0","Sugar","Whole Year",2,"Hectare",115,"Tonnes",57.5,"Tonnes/Hectare"
"2021-2022","Bihar","10","Bhojpur","193","Wheat","106.0","Cereals","Rabi",115339,"Hectare",324896,"Tonnes",2.817,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Arhar/Tur","202.0","Pulses","Kharif",106,"Hectare",171,"Tonnes",1.613,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Bajra","103.0","Cereals","Kharif",1788,"Hectare",2038,"Tonnes",1.14,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Jowar","102.0","Cereals","Kharif",514,"Hectare",548,"Tonnes",1.066,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Khesari","521.0","Spices","Rabi",981,"Hectare",1338,"Tonnes",1.364,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Linseed","1005.0","Oilseeds","Rabi",82,"Hectare",70,"Tonnes",0.854,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Maize","104.0","Cereals","Autumn",579,"Hectare",1100,"Tonnes",1.9,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Maize","104.0","Cereals","Summer",26,"Hectare",120,"Tonnes",4.615,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Maize","104.0","Cereals","Total",605,"Hectare",1220,"Tonnes",2.017,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Masoor","205.0","Pulses","Rabi",2312,"Hectare",2994,"Tonnes",1.295,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Moong(Green Gram)","204.0","Pulses","Summer",27,"Hectare",19,"Tonnes",0.704,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Onion","708.0","Vegetable","Rabi",376,"Hectare",3634,"Tonnes",9.665,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Other Kharif Pulses","288.0","Pulses","Kharif",11,"Hectare",11,"Tonnes",1,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Other Rabi Pulses","288.0","Pulses","Rabi",157,"Hectare",158,"Tonnes",1.006,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Peas & Beans (Pulses)","213.0","Pulses","Rabi",539,"Hectare",572,"Tonnes",1.061,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Potato","701.0","Vegetable","Rabi",1030,"Hectare",18887,"Tonnes",18.337,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Potato","701.0","Vegetable","Total",2237,"Hectare",36461,"Tonnes",16.299,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Potato","701.0","Vegetable","Winter",1207,"Hectare",17574,"Tonnes",14.56,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",1363,"Hectare",2614,"Tonnes",1.918,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Rice","101.0","Cereals","Winter",88366,"Hectare",318056,"Tonnes",3.599,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Small Millets","108.0","Cereals","Kharif",682,"Hectare",514,"Tonnes",0.754,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Sugarcane","401.0","Sugar","Whole Year",39,"Hectare",2233,"Tonnes",57.256,"Tonnes/Hectare"
"2021-2022","Bihar","10","Buxar","194","Wheat","106.0","Cereals","Rabi",85163,"Hectare",305883,"Tonnes",3.592,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Arhar/Tur","202.0","Pulses","Kharif",178,"Hectare",221,"Tonnes",1.242,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Coriander","509.0","Spices","Whole Year",13,"Hectare",11,"Tonnes",0.846,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Gram","201.0","Pulses","Rabi",40,"Hectare",42,"Tonnes",1.05,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Khesari","521.0","Spices","Rabi",207,"Hectare",215,"Tonnes",1.039,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Linseed","1005.0","Oilseeds","Rabi",27,"Hectare",23,"Tonnes",0.852,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Maize","104.0","Cereals","Autumn",3119,"Hectare",4170,"Tonnes",1.337,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Maize","104.0","Cereals","Rabi",5372,"Hectare",28912,"Tonnes",5.382,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Maize","104.0","Cereals","Total",8491,"Hectare",33082,"Tonnes",3.896,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Masoor","205.0","Pulses","Rabi",2005,"Hectare",1700,"Tonnes",0.848,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Moong(Green Gram)","204.0","Pulses","Kharif",327,"Hectare",190,"Tonnes",0.581,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Moong(Green Gram)","204.0","Pulses","Summer",5331,"Hectare",3593,"Tonnes",0.674,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Moong(Green Gram)","204.0","Pulses","Total",5658,"Hectare",3783,"Tonnes",0.669,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Onion","708.0","Vegetable","Rabi",71,"Hectare",1278,"Tonnes",18,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Potato","701.0","Vegetable","Rabi",1830,"Hectare",34732,"Tonnes",18.979,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Potato","701.0","Vegetable","Total",3126,"Hectare",48122,"Tonnes",15.394,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Potato","701.0","Vegetable","Winter",1296,"Hectare",13390,"Tonnes",10.332,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Ragi","105.0","Cereals","Kharif",275,"Hectare",324,"Tonnes",1.178,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",770,"Hectare",644,"Tonnes",0.836,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Rice","101.0","Cereals","Autumn",44843,"Hectare",62350,"Tonnes",1.39,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Rice","101.0","Cereals","Summer",4,"Hectare",15,"Tonnes",3.75,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Rice","101.0","Cereals","Total",101736,"Hectare",138784,"Tonnes",1.364,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Rice","101.0","Cereals","Winter",56889,"Hectare",76419,"Tonnes",1.343,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Safflower","1008.0","Oilseeds","Rabi",86,"Hectare",70,"Tonnes",0.814,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Sugarcane","401.0","Sugar","Whole Year",948,"Hectare",48072,"Tonnes",50.709,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Sunflower","1007.0","Oilseeds","Rabi",13,"Hectare",19,"Tonnes",1.462,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Urad","203.0","Pulses","Kharif",26,"Hectare",24,"Tonnes",0.923,"Tonnes/Hectare"
"2021-2022","Bihar","10","Darbhanga","195","Wheat","106.0","Cereals","Rabi",53674,"Hectare",131198,"Tonnes",2.444,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Arhar/Tur","202.0","Pulses","Kharif",1366,"Hectare",2615,"Tonnes",1.914,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Barley","107.0","Cereals","Rabi",192,"Hectare",245,"Tonnes",1.276,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Gram","201.0","Pulses","Rabi",3913,"Hectare",3670,"Tonnes",0.938,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Horse-Gram","206.0","Pulses","Kharif",790,"Hectare",729,"Tonnes",0.923,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Khesari","521.0","Spices","Rabi",169,"Hectare",165,"Tonnes",0.976,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Maize","104.0","Cereals","Autumn",55,"Hectare",107,"Tonnes",1.945,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Maize","104.0","Cereals","Rabi",53,"Hectare",177,"Tonnes",3.34,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Maize","104.0","Cereals","Summer",149,"Hectare",710,"Tonnes",4.765,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Maize","104.0","Cereals","Total",257,"Hectare",994,"Tonnes",3.868,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Masoor","205.0","Pulses","Rabi",6170,"Hectare",5029,"Tonnes",0.815,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Moong(Green Gram)","204.0","Pulses","Kharif",240,"Hectare",187,"Tonnes",0.779,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Moong(Green Gram)","204.0","Pulses","Summer",1550,"Hectare",1172,"Tonnes",0.756,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Moong(Green Gram)","204.0","Pulses","Total",1790,"Hectare",1359,"Tonnes",0.759,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Potato","701.0","Vegetable","Rabi",2598,"Hectare",50139,"Tonnes",19.299,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Potato","701.0","Vegetable","Total",5943,"Hectare",111600,"Tonnes",18.778,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Potato","701.0","Vegetable","Winter",3345,"Hectare",61461,"Tonnes",18.374,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Ragi","105.0","Cereals","Kharif",93,"Hectare",91,"Tonnes",0.978,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",888,"Hectare",803,"Tonnes",0.904,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Rice","101.0","Cereals","Winter",84474,"Hectare",282185,"Tonnes",3.34,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Urad","203.0","Pulses","Kharif",25,"Hectare",24,"Tonnes",0.96,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gaya","196","Wheat","106.0","Cereals","Rabi",66809,"Hectare",183764,"Tonnes",2.751,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Arhar/Tur","202.0","Pulses","Kharif",178,"Hectare",236,"Tonnes",1.326,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Dry Chillies","502.0","Spices","Rabi",25,"Hectare",68,"Tonnes",2.72,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Khesari","521.0","Spices","Rabi",6,"Hectare",6,"Tonnes",1,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Maize","104.0","Cereals","Autumn",3858,"Hectare",8406,"Tonnes",2.179,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Maize","104.0","Cereals","Rabi",3504,"Hectare",16521,"Tonnes",4.715,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Maize","104.0","Cereals","Summer",371,"Hectare",1592,"Tonnes",4.291,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Maize","104.0","Cereals","Total",7733,"Hectare",26519,"Tonnes",3.429,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Masoor","205.0","Pulses","Rabi",247,"Hectare",298,"Tonnes",1.206,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Moong(Green Gram)","204.0","Pulses","Summer",417,"Hectare",303,"Tonnes",0.727,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Onion","708.0","Vegetable","Rabi",59,"Hectare",1089,"Tonnes",18.458,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Other Kharif Pulses","288.0","Pulses","Kharif",18,"Hectare",14,"Tonnes",0.778,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Peas & Beans (Pulses)","213.0","Pulses","Rabi",373,"Hectare",382,"Tonnes",1.024,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Potato","701.0","Vegetable","Rabi",2480,"Hectare",30182,"Tonnes",12.17,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Potato","701.0","Vegetable","Total",2983,"Hectare",39443,"Tonnes",13.223,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Potato","701.0","Vegetable","Winter",503,"Hectare",9261,"Tonnes",18.412,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Ragi","105.0","Cereals","Kharif",4,"Hectare",3,"Tonnes",0.75,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",2539,"Hectare",3638,"Tonnes",1.433,"Tonnes/Hectare"
"2021-2022","Bihar","10","Gopalganj","197","Rice","101.0","Cereals","Autumn",27659,"Hectare",41836,"Tonnes",1.513,"Tonnes/Hectare"
